label,tweet,label_category
1,rt @3much4thesehoez: rt @idntwearcondoms: if i dm u don't announce it to the timeline bitch i'm tryna fuck on the low,Offensive Language
1,rt @3_much_: if u a messy bitch hell nawl i cant rock w. you,Offensive Language
1,rt @3amado_carrillo: just checked my watch n that bitch said sometimes,Offensive Language
1,rt @3amado_carrillo: rick james bitch,Offensive Language
1,rt @40oz_van: don't be that frontin' ass bitch.,Offensive Language
1,rt @4200savage: mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang,Offensive Language
1,rt @4200savage: since a yungin bitch i been nat nigga,Offensive Language
1,rt @44binko: “@say_lil_zack: i love female cops😍” they b sum hoes too fuck da jakes 👮💥🔫,Offensive Language
1,rt @44binko: @breadtruckkbri 😂😂😂 knwin i heard dat hoe changed,Offensive Language
1,rt @44binko: @voiceofdstreetz 😂😂😂😂😂 u a hoe 😭😭😭😭,Offensive Language
1,rt @44binko: @voiceofdstreetz she spazzed out dude don't have his hoes in line 😂😂😂,Offensive Language
1,rt @4550empire: @quintinmvp @_200_soetan yea u know these lil bitches be stalking are twitter for they niggas😵😂😂,Offensive Language
2,rt @490xl: why get attached to people when you can jump in a trash can and feel the same way,Neutral
1,rt @49ant: down ass bitch rt @newsbreaker: aaron hernandez's girlfriend lied to grand jury 29 times httpurl,Offensive Language
1,rt @49ant: if she lives at home she's a little less likely to cheat on you and be a ho,Offensive Language
1,rt @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,Offensive Language
2,rt @49ers: oregon state wr @brandincooks is a popular #49ers pick in recent mock drafts. draft tracker: httpurl httpurl#8230;,Neutral
1,rt @510988: ugliest bitches i've ever seen 😂 httpurl,Offensive Language
2,rt @516jake: hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow httpurl,Neutral
1,"rt @5200lora: im pregnant ass bitches , matter fact ima slip down the steps ass bitches",Offensive Language
2,rt @5sos: it's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o…,Neutral
0,rt @602strangeangel: your swags off fag sauce,Hate Speech
1,rt @666joselopez: @victorasap_ your voice mail little bitch ass nigga httpurl,Offensive Language
1,"rt @6oldar: ""@lovelyweird0: i need their workout plan 😍😩 httpurl"" third bitch had a fucking miracle",Offensive Language
1,"rt @6thgrader: it doesn't matter who i make out with in ""spin the bottle"" because i only invite the hottest bitches to play. #ladykiller",Offensive Language
1,rt @6thgrader: lol new kid at school... thinks he can take me at tetherball. bout to show him why i get all the playground pussy. #baller #…,Offensive Language
1,rt @6thgrader: mom brought me mcdonald's for lunch. i had all the bitches on me.,Offensive Language
1,rt @6thgrader: today seems like as good a day as ever to bang some bitches and go for ice cream.,Offensive Language
1,rt @718queens: i rather my girl be clingy than a hoe,Offensive Language
2,rt @77stephanieg77: a portable septic tank. for allllll those pesky feelings.,Neutral
1,rt @919prince: if we're together 💏💑 and you don't like that bitch 💁🙋 i don't like that bitch either 👎👌 httpurl,Offensive Language
1,rt @9_3tilinfinity: if i wanted my ex back believe me i'd fucking go get they ass. 😂 but i ain't bout to dig through the trash. 😈🚮,Offensive Language
1,"rt @9acino_: ""my hoes are your hoes...but my wife is all mine"" #wisebrethrenwords",Offensive Language
0,rt @a1lovely_: at least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass 😂,Hate Speech
1,"rt @a1rwick: who cares who looks better between blue ivy, north, and whatever other celeb baby. read your kid a book u simple bitch.",Offensive Language
1,rt @a2dao: when dykes surround you httpurl,Offensive Language
2,rt @abcbirds1: #colorado lawmakers consider nation’s 1st #wind energy legislation to protect #birds & #bats. httpurl httpurl#8230;,Neutral
2,rt @abcbirds1: #neonics are deadly to #birds like the american kestrel and #bees. ask @lowes to take it off their shelves. #ecowed httpurl#8230;,Neutral
1,"rt @acmobbdeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner fc, anal brownies",Offensive Language
2,rt @ac_hussle: bron pregame speeches be so trash though lmao,Neutral
1,rt @ac_hussle: niggas love cuffing hoes then acting surprised when they turn out to be hoes.,Offensive Language
1,rt @ac_hussle: real rt @ihitmodelsraw: all jokes aside the hoes i know some of the coolest women i've ever met,Offensive Language
1,rt @ac_hussle: when yall having a good day & she brings up a bitch from twitter httpurl,Offensive Language
2,rt @achosenword: of rain showers & weepy fog of soft light & cool touch of wild wind that carry music of birds who cease to soar; this feel…,Neutral
1,rt @afboycie: @brocklesnar ill fight you ! ya big daft cunt .,Offensive Language
2,rt @ag2pearl: black americans are worse off under bho httpurl well researched article...bound to elicit cries of uncle tom …,Neutral
1,"rt @agricouture: wow rt @ringkledsuccess: lmao rt ""@badgalcash: bet not ever come to my house again dirty bitch httpurl""",Offensive Language
1,"rt @ah_michael: 12 lava cakes, bitches. #rtextralife",Offensive Language
2,"rt @aiiamericangiri: 🇺🇸 fec may yank 1st amendment guards for drudge, rest of internet httpurl #wiunion",Neutral
2,"rt @aianhangover: ""bae"" means ""before anyone else,"" i've been here thinking it's a ghetto word for babe/baby.",Neutral
1,"rt @aianhangover: ""what are you 15?"" yeah on a scale of one to ten, bitch",Offensive Language
1,"rt @aianhangover: be smart because you won't be pretty forever, bitch.",Offensive Language
1,rt @aianhangover: i could never date someone who isn't goofy. nobody's tryna date a bland boring ass bitch.,Offensive Language
1,"rt @aianhangover: if i've ever offended you, im sorry.. . . . . . . . . . . that you're a sensitive lil bitch.",Offensive Language
1,rt @aianhangover: karma is only a bitch to bitches.,Offensive Language
1,rt @aianhangover: no girl sucks dick but somehow all dudes get head. dudes only fuck bad bitches yet all these ugly girls getting pregnant.…,Offensive Language
1,rt @aianhangover: let's play a game called stop being a lil bitch,Offensive Language
1,rt @ailthese: all these clocks and we still don't have time for these hoes httpurl,Offensive Language
1,"rt @ajcolemanbaby: niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",Offensive Language
1,rt @almartinez32: “@100granhman: @iammrechols @almartinez32 😫😫”finding herself in the hoe section,Offensive Language
1,rt @amgllcceo: social network got bitches heads like 😩 httpurl,Offensive Language
1,rt @amgllcceo: when you die but a bad bitch walk in yo funeral 😎😎😂😂😂😂 httpurl,Offensive Language
2,rt @ap: lifelong yankee fan puts aside rooting interest and returns lost red sox world series ring to rightful owner: httpurl,Neutral
1,rt @apthecreated: @bellabelcastro is the realest bitch i know. lol,Offensive Language
2,rt @ap_noticias: #Últimahora el republicano charlie baker elegido gobernador de massachusetts. #election2014 #apracecall httpurl#8230;,Neutral
1,rt @arizzleindacut: females think dating a pussy is cute now? httpurl,Offensive Language
1,rt @asapyams: bitches out here not lovin they self enuff for the both of us juheard,Offensive Language
1,rt @asapyams: fresh razor blades in my goth bitch stocking,Offensive Language
0,"rt @asap_ford: i hate when a nigga ask me ""where the hoes?"" .... nigga idfk !",Hate Speech
1,rt @asillypsycho: don't be a bitch to me. i'll be a bigger one and i'll win.,Offensive Language
1,rt @atl_princess: a real bitch know she gotta pluck dat nipple hair,Offensive Language
1,"rt @atlienz404: ""why did you give birth to me you bitch"" httpurl",Offensive Language
1,rt @atypicalfemaie: when a bitch gets smart and i look too cute to be ratchet httpurl,Offensive Language
1,rt @ayeverb: on twitter you ho%s can jus take a pic with your ass out and be somebody..smh...,Offensive Language
1,"rt @ayysian: life's a bitch, because if it was a slut, it would be easy.",Offensive Language
1,rt @azealiabanks: ladies its a full moon. which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!,Offensive Language
1,"rt @a_brown_30: people r retarded for thinking you can eat ""clean"" food all day and lose weight. calories are calories people.",Offensive Language
1,"rt @a_mitchellll13: ""@10longdong: uni suuuucks!! lolol"" you suck bitch",Offensive Language
1,rt @a_mitchellll13: my bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch,Offensive Language
1,"rt @a_youngprince: some pussy be so wet 💦💧💦💧you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade""",Offensive Language
2,rt @a_single_bear: how would i look if i had feathers instead of fur? would i be able to eat from a bird feeder without getting judging gla…,Neutral
2,rt @a_single_bear: i accidentally ate a few fireflies last night while chewing some leaves i found. the shameful yellow glow of my mouth wa…,Neutral
1,rt @aaronthegoat: this bitch can't be serious... httpurl,Offensive Language
1,rt @abbeygoldd: fuck joo musts broke this niggas heart stealin his bitch if he that hurt with her 😂😂👏,Offensive Language
2,rt @abortionfunds: grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,Neutral
2,rt @actuallyamdolan: wen u look liek trash n sum1 complimentz u httpurl,Neutral
1,rt @adamsandy52: bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. be a…,Offensive Language
2,"rt @adamsank: why does julia roberts seem completely shocked that she's been nominated? hey, julia -- you're in a gown. the jig is up. #emm…",Neutral
2,rt @adamschein: great job by the yankees giving brian cashman a new contract. the haters are just wrong. cc: @chriscarlinsny,Neutral
2,rt @adamschein: i think it is flat out wrong to blame brian cashman for the 2014 yankees. @snytv,Neutral
2,"rt @adamweinstein: working theory: this ""selective race"" abortion ban passed in florida today was just an excuse for redneck reps to say ...",Neutral
1,rt @adddisonn: smoke good weed with a bad bitch,Offensive Language
1,rt @adogg_34: @viva_based stealing a car and fuckin yo bitch,Offensive Language
1,rt @adolfniggler: when an ugly bitch tells me to text her httpurl,Offensive Language
1,"rt @adolfhibsta: first off, you just a hoe if you can have sex with a man & not have any feelings for him",Offensive Language
1,rt @adolfhibsta: ratchet ass bitch rt “@tmz: nicki minaj smashes up her boyfriend's benz httpurl httpurl#8221;,Offensive Language
1,rt @adorebellaaa: never trippin on no hoes,Offensive Language
